inventory_id,product_id,warehouse,inventory_date,opening_stock,units_received,units_sold,closing_stock,damaged_units,stockout_flag,average_stock
I00397,P097,WH-South,2025-04-01,41,124,178,0,2,1,20.5
I00398,P098,WH-North,2025-04-01,284,106,26,364,0,0,324.0
I00399,P099,WH-West,2025-04-01,98,168,11,253,2,0,175.5
I00400,P100,WH-North,2025-04-01,214,32,104,141,1,0,177.5
I00401,P001,WH-West,2025-05-01,141,57,48,149,1,0,145.0
I00402,P002,WH-North,2025-05-01,144,164,157,150,1,0,147.0
I00403,P003,WH-West,2025-05-01,287,107,120,273,1,0,280.0
I00404,P004,WH-South,2025-05-01,242,115,46,309,2,0,275.5
I00405,P005,WH-West,2025-05-01,128,113,112,127,2,0,127.5
I00406,P006,WH-South,2025-05-01,182,47,18,210,1,0,196.0
I00407,P007,WH-East,2025-05-01,257,41,99,198,1,0,227.5
I00408,P008,WH-West,2025-05-01,144,85,153,76,0,0,110.0
I00409,P009,WH-North,2025-05-01,138,110,34,213,1,0,175.5
I00410,P010,WH-East,2025-05-01,44,28,71,1,0,1,22.5
I00411,P011,WH-South,2025-05-01,235,104,149,185,5,0,210.0
I00412,P012,WH-East,2025-05-01,231,89,137,183,0,0,207.0
I00413,P013,WH-West,2025-05-01,36,98,84,50,0,0,43.0
I00414,P014,WH-West,2025-05-01,49,130,149,30,0,1,39.5
I00415,P015,WH-East,2025-05-01,99,73,127,43,2,0,71.0
I00416,P016,WH-South,2025-05-01,218,111,24,305,0,0,261.5
I00417,P017,WH-West,2025-05-01,28,107,67,68,0,1,48.0
I00418,P018,WH-East,2025-05-01,51,3,82,0,0,1,25.5
I00419,P019,WH-East,2025-05-01,41,150,30,161,0,0,101.0
I00420,P020,WH-South,2025-05-01,169,107,174,101,1,0,135.0
I00421,P021,WH-West,2025-05-01,83,172,162,93,0,0,88.0
I00422,P022,WH-West,2025-05-01,179,173,55,293,4,0,236.0
I00423,P023,WH-West,2025-05-01,223,27,23,226,1,0,224.5
I00424,P024,WH-East,2025-05-01,90,26,55,61,0,1,75.5
I00425,P025,WH-South,2025-05-01,246,16,76,186,0,0,216.0
I00426,P026,WH-West,2025-05-01,148,104,18,234,0,0,191.0
I00427,P027,WH-South,2025-05-01,171,128,73,225,1,0,198.0
I00428,P028,WH-South,2025-05-01,253,136,78,310,1,0,281.5
I00429,P029,WH-North,2025-05-01,166,50,85,128,3,0,147.0
I00430,P030,WH-East,2025-05-01,122,133,70,185,0,0,153.5
I00431,P031,WH-South,2025-05-01,155,94,149,97,3,0,126.0
I00432,P032,WH-South,2025-05-01,251,77,140,187,1,0,219.0
I00433,P033,WH-West,2025-05-01,252,62,85,229,0,0,240.5
I00434,P034,WH-North,2025-05-01,75,48,143,0,1,1,37.5
I00435,P035,WH-South,2025-05-01,101,35,178,0,1,1,50.5
I00436,P036,WH-West,2025-05-01,253,156,83,325,1,0,289.0
I00437,P037,WH-East,2025-05-01,211,151,105,256,1,0,233.5
I00438,P038,WH-West,2025-05-01,36,128,163,0,1,1,18.0
I00439,P039,WH-East,2025-05-01,280,14,29,265,0,0,272.5
I00440,P040,WH-South,2025-05-01,82,46,120,8,0,1,45.0
I00441,P041,WH-South,2025-05-01,125,76,78,122,1,0,123.5
I00442,P042,WH-North,2025-05-01,145,113,119,137,2,0,141.0
I00443,P043,WH-South,2025-05-01,47,80,19,107,1,0,77.0
I00444,P044,WH-West,2025-05-01,229,13,36,206,0,0,217.5
I00445,P045,WH-South,2025-05-01,135,122,120,136,1,0,135.5
I00446,P046,WH-West,2025-05-01,121,3,119,3,2,1,62.0
I00447,P047,WH-North,2025-05-01,222,58,79,200,1,0,211.0
I00448,P048,WH-North,2025-05-01,23,171,8,186,0,0,104.5
I00449,P049,WH-East,2025-05-01,248,139,75,312,0,0,280.0
I00450,P050,WH-South,2025-05-01,162,164,60,263,3,0,212.5
I00451,P051,WH-West,2025-05-01,99,30,19,108,2,0,103.5
I00452,P052,WH-South,2025-05-01,24,175,165,34,0,1,29.0
I00453,P053,WH-North,2025-05-01,256,20,45,230,1,0,243.0
I00454,P054,WH-East,2025-05-01,251,135,40,346,0,0,298.5
I00455,P055,WH-East,2025-05-01,76,71,94,52,1,0,64.0
I00456,P056,WH-South,2025-05-01,199,114,175,138,0,0,168.5
I00457,P057,WH-South,2025-05-01,272,102,6,368,0,0,320.0
I00458,P058,WH-East,2025-05-01,238,177,49,366,0,0,302.0
I00459,P059,WH-West,2025-05-01,228,154,44,338,0,0,283.0
I00460,P060,WH-West,2025-05-01,210,77,109,177,1,0,193.5
I00461,P061,WH-East,2025-05-01,99,48,53,93,1,1,96.0
I00462,P062,WH-South,2025-05-01,262,70,13,319,0,0,290.5
I00463,P063,WH-West,2025-05-01,21,163,7,177,0,0,99.0
I00464,P064,WH-South,2025-05-01,214,8,16,205,1,0,209.5
I00465,P065,WH-West,2025-05-01,184,164,108,239,1,0,211.5
I00466,P066,WH-North,2025-05-01,124,62,158,28,0,1,76.0
I00467,P067,WH-North,2025-05-01,79,31,95,13,2,1,46.0
I00468,P068,WH-North,2025-05-01,113,131,134,110,0,0,111.5
I00469,P069,WH-East,2025-05-01,271,164,143,290,2,0,280.5
I00470,P070,WH-North,2025-05-01,131,157,61,227,0,0,179.0
I00471,P071,WH-North,2025-05-01,20,130,13,137,0,0,78.5
I00472,P072,WH-North,2025-05-01,114,20,27,102,5,1,108.0
I00473,P073,WH-West,2025-05-01,136,103,34,204,1,0,170.0
I00474,P074,WH-East,2025-05-01,93,63,167,0,3,1,46.5
I00475,P075,WH-West,2025-05-01,249,6,43,211,1,0,230.0
I00476,P076,WH-East,2025-05-01,213,142,153,202,0,0,207.5
I00477,P077,WH-South,2025-05-01,280,55,87,248,0,0,264.0
I00478,P078,WH-South,2025-05-01,191,105,46,248,2,0,219.5
I00479,P079,WH-North,2025-05-01,151,141,173,119,0,0,135.0
I00480,P080,WH-East,2025-05-01,296,140,147,289,0,0,292.5
I00481,P081,WH-North,2025-05-01,192,83,178,97,0,0,144.5
I00482,P082,WH-North,2025-05-01,295,3,79,217,2,0,256.0
I00483,P083,WH-South,2025-05-01,235,19,112,139,3,0,187.0
I00484,P084,WH-North,2025-05-01,37,85,53,68,1,0,52.5
I00485,P085,WH-West,2025-05-01,30,145,39,133,3,0,81.5
I00486,P086,WH-South,2025-05-01,183,108,28,263,0,0,223.0
I00487,P087,WH-North,2025-05-01,184,140,20,303,1,0,243.5
I00488,P088,WH-West,2025-05-01,69,110,17,161,1,0,115.0
I00489,P089,WH-North,2025-05-01,220,34,28,225,1,0,222.5
I00490,P090,WH-South,2025-05-01,233,38,151,118,2,0,175.5
I00491,P091,WH-East,2025-05-01,24,75,108,0,2,1,12.0
I00492,P092,WH-East,2025-05-01,230,14,77,165,2,0,197.5
I00493,P093,WH-West,2025-05-01,23,105,44,84,0,0,53.5
I00494,P094,WH-West,2025-05-01,63,6,154,0,2,1,31.5
I00495,P095,WH-North,2025-05-01,295,31,101,224,1,0,259.5
I00496,P096,WH-East,2025-05-01,180,68,86,161,1,0,170.5
I00497,P097,WH-East,2025-05-01,218,126,114,230,0,0,224.0
I00498,P098,WH-East,2025-05-01,91,151,76,165,1,0,128.0
I00499,P099,WH-South,2025-05-01,126,97,147,76,0,0,101.0
I00500,P100,WH-East,2025-05-01,58,67,178,0,3,1,29.0
I00501,P001,WH-West,2025-06-01,288,165,40,412,1,0,350.0
I00502,P002,WH-North,2025-06-01,128,123,23,226,2,0,177.0
I00503,P003,WH-South,2025-06-01,212,84,43,253,0,0,232.5
I00504,P004,WH-East,2025-06-01,209,52,54,206,1,0,207.5
I00505,P005,WH-South,2025-06-01,176,129,22,281,2,0,228.5
I00506,P006,WH-East,2025-06-01,137,167,34,268,2,0,202.5
I00507,P007,WH-West,2025-06-01,109,109,62,155,1,0,132.0
I00508,P008,WH-South,2025-06-01,284,120,114,288,2,0,286.0
I00509,P009,WH-South,2025-06-01,178,77,99,156,0,0,167.0
I00510,P010,WH-West,2025-06-01,168,102,58,210,2,0,189.0
I00511,P011,WH-West,2025-06-01,39,108,150,0,0,1,19.5
I00512,P012,WH-North,2025-06-01,237,16,46,207,0,0,222.0
I00513,P013,WH-West,2025-06-01,170,110,52,227,1,0,198.5
I00514,P014,WH-North,2025-06-01,71,16,42,43,2,1,57.0
I00515,P015,WH-South,2025-06-01,107,19,179,0,0,1,53.5
I00516,P016,WH-North,2025-06-01,125,70,22,173,0,0,149.0
I00517,P017,WH-North,2025-06-01,265,59,112,212,0,0,238.5
I00518,P018,WH-West,2025-06-01,48,62,19,90,1,1,69.0
I00519,P019,WH-West,2025-06-01,20,120,13,126,1,0,73.0
I00520,P020,WH-South,2025-06-01,257,120,6,369,2,0,313.0
I00521,P021,WH-South,2025-06-01,38,17,28,27,0,1,32.5
I00522,P022,WH-West,2025-06-01,295,138,77,353,3,0,324.0
I00523,P023,WH-East,2025-06-01,160,5,29,136,0,0,148.0
I00524,P024,WH-South,2025-06-01,147,13,38,121,1,0,134.0
I00525,P025,WH-North,2025-06-01,291,157,107,340,1,0,315.5
I00526,P026,WH-North,2025-06-01,234,130,81,280,3,0,257.0
I00527,P027,WH-North,2025-06-01,59,28,155,0,1,1,29.5
I00528,P028,WH-East,2025-06-01,112,68,89,90,1,0,101.0
I00529,P029,WH-South,2025-06-01,94,150,139,104,1,0,99.0
I00530,P030,WH-West,2025-06-01,124,112,55,180,1,0,152.0
I00531,P031,WH-North,2025-06-01,115,57,124,48,0,0,81.5
I00532,P032,WH-North,2025-06-01,275,165,160,280,0,0,277.5
I00533,P033,WH-North,2025-06-01,69,89,94,63,1,1,66.0
I00534,P034,WH-West,2025-06-01,173,106,155,122,2,0,147.5
I00535,P035,WH-North,2025-06-01,124,72,120,75,1,0,99.5
I00536,P036,WH-West,2025-06-01,153,28,135,44,2,1,98.5
I00537,P037,WH-West,2025-06-01,156,80,63,173,0,0,164.5
I00538,P038,WH-North,2025-06-01,69,13,130,0,0,1,34.5
I00539,P039,WH-North,2025-06-01,181,66,88,159,0,0,170.0
I00540,P040,WH-East,2025-06-01,186,170,171,182,3,0,184.0
I00541,P041,WH-East,2025-06-01,69,119,120,68,0,1,68.5
I00542,P042,WH-West,2025-06-01,155,47,118,82,2,0,118.5
I00543,P043,WH-East,2025-06-01,244,84,94,233,1,0,238.5
I00544,P044,WH-South,2025-06-01,206,117,161,160,2,0,183.0
I00545,P045,WH-East,2025-06-01,262,26,155,133,0,0,197.5
I00546,P046,WH-South,2025-06-01,246,100,71,273,2,0,259.5
I00547,P047,WH-West,2025-06-01,117,14,130,0,2,1,58.5
I00548,P048,WH-South,2025-06-01,212,152,149,215,0,0,213.5
I00549,P049,WH-East,2025-06-01,228,165,73,320,0,0,274.0
I00550,P050,WH-East,2025-06-01,94,107,166,34,1,1,64.0
I00551,P051,WH-South,2025-06-01,193,117,148,160,2,0,176.5
I00552,P052,WH-South,2025-06-01,260,46,164,142,0,0,201.0
I00553,P053,WH-North,2025-06-01,292,123,128,287,0,0,289.5
I00554,P054,WH-West,2025-06-01,189,81,151,119,0,0,154.0
I00555,P055,WH-South,2025-06-01,177,75,124,127,1,0,152.0
I00556,P056,WH-West,2025-06-01,181,85,6,259,1,0,220.0
I00557,P057,WH-South,2025-06-01,243,56,126,172,1,0,207.5
I00558,P058,WH-North,2025-06-01,173,124,142,155,0,0,164.0
I00559,P059,WH-West,2025-06-01,167,14,117,64,0,1,115.5
I00560,P060,WH-East,2025-06-01,171,163,150,184,0,0,177.5
I00561,P061,WH-West,2025-06-01,96,124,82,138,0,0,117.0
I00562,P062,WH-East,2025-06-01,138,151,51,238,0,0,188.0
I00563,P063,WH-North,2025-06-01,189,95,169,115,0,0,152.0
I00564,P064,WH-East,2025-06-01,259,91,159,190,1,0,224.5
I00565,P065,WH-West,2025-06-01,181,2,60,123,0,0,152.0
I00566,P066,WH-South,2025-06-01,77,7,30,50,4,1,63.5
I00567,P067,WH-East,2025-06-01,68,42,25,85,0,0,76.5
I00568,P068,WH-West,2025-06-01,108,159,25,242,0,0,175.0
I00569,P069,WH-South,2025-06-01,26,98,134,0,1,1,13.0
I00570,P070,WH-West,2025-06-01,37,143,16,163,1,0,100.0
I00571,P071,WH-North,2025-06-01,59,170,154,74,1,1,66.5
I00572,P072,WH-West,2025-06-01,189,90,45,232,2,0,210.5
I00573,P073,WH-North,2025-06-01,141,16,95,62,0,0,101.5
I00574,P074,WH-East,2025-06-01,81,117,88,109,1,0,95.0
I00575,P075,WH-East,2025-06-01,270,25,92,203,0,0,236.5
I00576,P076,WH-North,2025-06-01,68,72,163,0,1,1,34.0
I00577,P077,WH-North,2025-06-01,106,110,125,90,1,0,98.0
I00578,P078,WH-West,2025-06-01,288,134,22,400,0,0,344.0
I00579,P079,WH-South,2025-06-01,26,19,126,0,2,1,13.0
I00580,P080,WH-South,2025-06-01,33,159,13,179,0,0,106.0
I00581,P081,WH-South,2025-06-01,112,15,156,0,1,1,56.0
I00582,P082,WH-West,2025-06-01,269,113,142,238,2,0,253.5
I00583,P083,WH-South,2025-06-01,260,135,5,390,0,0,325.0
I00584,P084,WH-North,2025-06-01,130,101,165,64,2,0,97.0
I00585,P085,WH-East,2025-06-01,81,34,176,0,1,1,40.5
I00586,P086,WH-West,2025-06-01,41,134,138,33,4,1,37.0
I00587,P087,WH-North,2025-06-01,119,42,78,82,1,0,100.5
I00588,P088,WH-East,2025-06-01,203,146,27,321,1,0,262.0
I00589,P089,WH-West,2025-06-01,244,141,165,219,1,0,231.5
I00590,P090,WH-South,2025-06-01,65,110,50,125,0,0,95.0
I00591,P091,WH-South,2025-06-01,161,84,175,70,0,1,115.5
I00592,P092,WH-West,2025-06-01,162,73,162,72,1,1,117.0
I00593,P093,WH-South,2025-06-01,260,81,143,197,1,0,228.5
I00594,P094,WH-South,2025-06-01,297,86,152,231,0,0,264.0
I00595,P095,WH-South,2025-06-01,60,122,116,62,4,1,61.0
I00596,P096,WH-West,2025-06-01,67,26,98,0,2,1,33.5
I00597,P097,WH-North,2025-06-01,217,55,139,133,0,0,175.0
I00598,P098,WH-North,2025-06-01,40,46,64,21,1,1,30.5
I00599,P099,WH-South,2025-06-01,109,16,157,0,1,1,54.5
I00600,P100,WH-West,2025-06-01,29,80,135,0,1,1,14.5
I00601,P001,WH-North,2025-07-01,67,150,95,121,1,0,94.0
I00602,P002,WH-North,2025-07-01,95,84,11,167,1,0,131.0
I00603,P003,WH-North,2025-07-01,235,88,178,141,4,0,188.0
I00604,P004,WH-South,2025-07-01,64,72,113,21,2,1,42.5
I00605,P005,WH-South,2025-07-01,128,90,91,126,1,0,127.0
I00606,P006,WH-North,2025-07-01,21,79,122,0,1,1,10.5
I00607,P007,WH-South,2025-07-01,64,9,141,0,1,1,32.0
I00608,P008,WH-West,2025-07-01,296,130,97,329,0,0,312.5
I00609,P009,WH-East,2025-07-01,42,164,40,166,0,0,104.0
I00610,P010,WH-West,2025-07-01,34,34,124,0,0,1,17.0
I00611,P011,WH-South,2025-07-01,290,120,100,308,2,0,299.0
I00612,P012,WH-West,2025-07-01,188,99,93,193,1,0,190.5
I00613,P013,WH-East,2025-07-01,45,29,126,0,1,1,22.5
I00614,P014,WH-South,2025-07-01,128,110,115,121,2,0,124.5
I00615,P015,WH-North,2025-07-01,250,147,38,358,1,0,304.0
I00616,P016,WH-West,2025-07-01,214,126,23,317,0,0,265.5
I00617,P017,WH-West,2025-07-01,105,154,42,217,0,0,161.0
I00618,P018,WH-West,2025-07-01,32,92,153,0,0,1,16.0
I00619,P019,WH-West,2025-07-01,65,113,82,95,1,0,80.0
I00620,P020,WH-South,2025-07-01,297,16,101,208,4,0,252.5
I00621,P021,WH-South,2025-07-01,186,70,162,94,0,0,140.0
I00622,P022,WH-East,2025-07-01,93,127,70,149,1,0,121.0
I00623,P023,WH-South,2025-07-01,225,12,5,230,2,0,227.5
I00624,P024,WH-East,2025-07-01,210,53,155,105,3,0,157.5
I00625,P025,WH-North,2025-07-01,281,108,36,350,3,0,315.5
I00626,P026,WH-West,2025-07-01,102,1,47,56,0,1,79.0
I00627,P027,WH-South,2025-07-01,23,74,178,0,0,1,11.5
I00628,P028,WH-East,2025-07-01,33,98,113,15,3,1,24.0
I00629,P029,WH-South,2025-07-01,40,60,6,94,0,0,67.0
I00630,P030,WH-West,2025-07-01,137,146,80,203,0,0,170.0
I00631,P031,WH-West,2025-07-01,204,100,93,209,2,0,206.5
I00632,P032,WH-North,2025-07-01,101,148,128,120,1,0,110.5
I00633,P033,WH-East,2025-07-01,110,153,152,111,0,0,110.5
I00634,P034,WH-South,2025-07-01,220,172,68,324,0,0,272.0
I00635,P035,WH-West,2025-07-01,189,155,62,281,1,0,235.0
I00636,P036,WH-East,2025-07-01,147,58,115,89,1,0,118.0
I00637,P037,WH-West,2025-07-01,31,44,70,3,2,1,17.0
I00638,P038,WH-West,2025-07-01,202,68,9,260,1,0,231.0
I00639,P039,WH-West,2025-07-01,159,164,102,221,0,0,190.0
I00640,P040,WH-East,2025-07-01,207,167,125,249,0,0,228.0
I00641,P041,WH-North,2025-07-01,197,49,100,144,2,0,170.5
I00642,P042,WH-South,2025-07-01,67,133,54,145,1,0,106.0
I00643,P043,WH-West,2025-07-01,232,130,45,315,2,0,273.5
I00644,P044,WH-East,2025-07-01,235,146,133,248,0,0,241.5
I00645,P045,WH-West,2025-07-01,234,27,51,209,1,0,221.5
I00646,P046,WH-East,2025-07-01,264,136,87,311,2,0,287.5
I00647,P047,WH-West,2025-07-01,88,77,49,116,0,0,102.0
I00648,P048,WH-South,2025-07-01,159,66,108,116,1,0,137.5
I00649,P049,WH-West,2025-07-01,118,166,148,135,1,0,126.5
I00650,P050,WH-South,2025-07-01,63,83,91,55,0,0,59.0
I00651,P051,WH-South,2025-07-01,259,71,165,165,0,0,212.0
I00652,P052,WH-South,2025-07-01,171,158,75,254,0,0,212.5
I00653,P053,WH-North,2025-07-01,34,118,25,127,0,0,80.5
I00654,P054,WH-East,2025-07-01,125,64,153,33,3,1,79.0
I00655,P055,WH-North,2025-07-01,129,25,79,73,2,0,101.0
I00656,P056,WH-West,2025-07-01,65,69,136,0,0,1,32.5
I00657,P057,WH-West,2025-07-01,228,171,91,307,1,0,267.5
I00658,P058,WH-North,2025-07-01,55,33,138,0,0,1,27.5
I00659,P059,WH-West,2025-07-01,74,22,129,0,0,1,37.0
I00660,P060,WH-East,2025-07-01,119,27,68,77,1,1,98.0
I00661,P061,WH-North,2025-07-01,190,140,76,254,0,0,222.0
I00662,P062,WH-South,2025-07-01,238,138,153,222,1,0,230.0
I00663,P063,WH-South,2025-07-01,233,49,53,228,1,0,230.5
I00664,P064,WH-East,2025-07-01,263,90,90,263,0,0,263.0
I00665,P065,WH-North,2025-07-01,282,170,46,405,1,0,343.5
I00666,P066,WH-South,2025-07-01,287,37,7,317,0,0,302.0
I00667,P067,WH-West,2025-07-01,178,36,28,185,1,0,181.5
I00668,P068,WH-South,2025-07-01,163,17,72,107,1,0,135.0
I00669,P069,WH-West,2025-07-01,142,44,57,128,1,0,135.0
I00670,P070,WH-South,2025-07-01,119,140,110,147,2,0,133.0
I00671,P071,WH-South,2025-07-01,198,13,175,36,0,1,117.0
I00672,P072,WH-East,2025-07-01,217,47,76,186,2,0,201.5
I00673,P073,WH-West,2025-07-01,124,34,101,56,1,0,90.0
I00674,P074,WH-South,2025-07-01,134,53,43,144,0,0,139.0
I00675,P075,WH-South,2025-07-01,92,179,116,154,1,0,123.0
I00676,P076,WH-East,2025-07-01,84,99,46,137,0,0,110.5
I00677,P077,WH-East,2025-07-01,213,73,55,231,0,0,222.0
I00678,P078,WH-North,2025-07-01,203,41,106,138,0,0,170.5
I00679,P079,WH-West,2025-07-01,118,51,162,6,1,1,62.0
I00680,P080,WH-East,2025-07-01,159,61,124,96,0,0,127.5
I00681,P081,WH-South,2025-07-01,252,43,136,158,1,0,205.0
I00682,P082,WH-East,2025-07-01,142,176,94,222,2,0,182.0
I00683,P083,WH-South,2025-07-01,167,135,165,136,1,0,151.5
I00684,P084,WH-North,2025-07-01,67,135,64,138,0,0,102.5
I00685,P085,WH-North,2025-07-01,186,105,59,231,1,0,208.5
I00686,P086,WH-South,2025-07-01,50,100,32,117,1,0,83.5
I00687,P087,WH-South,2025-07-01,289,72,74,286,1,0,287.5
I00688,P088,WH-North,2025-07-01,163,150,163,150,0,0,156.5
I00689,P089,WH-East,2025-07-01,278,66,170,173,1,0,225.5
I00690,P090,WH-South,2025-07-01,279,19,49,248,1,0,263.5
I00691,P091,WH-North,2025-07-01,47,72,63,53,3,1,50.0
I00692,P092,WH-South,2025-07-01,248,178,122,304,0,0,276.0
I00693,P093,WH-South,2025-07-01,151,160,85,226,0,0,188.5
I00694,P094,WH-South,2025-07-01,103,41,170,0,1,1,51.5
I00695,P095,WH-East,2025-07-01,204,53,101,155,1,0,179.5
I00696,P096,WH-South,2025-07-01,156,7,116,45,2,0,100.5
I00697,P097,WH-East,2025-07-01,130,4,76,57,1,1,93.5
I00698,P098,WH-West,2025-07-01,79,88,104,62,1,1,70.5
I00699,P099,WH-South,2025-07-01,153,87,123,116,1,0,134.5
I00700,P100,WH-South,2025-07-01,276,16,125,166,1,0,221.0
I00701,P001,WH-East,2025-08-01,77,172,76,171,2,0,124.0
I00702,P002,WH-West,2025-08-01,143,47,60,130,0,0,136.5
I00703,P003,WH-North,2025-08-01,209,120,35,291,3,0,250.0
I00704,P004,WH-East,2025-08-01,157,125,81,200,1,0,178.5
I00705,P005,WH-North,2025-08-01,175,92,62,203,2,0,189.0
I00706,P006,WH-East,2025-08-01,149,170,16,301,2,0,225.0
I00707,P007,WH-North,2025-08-01,93,110,112,91,0,0,92.0
I00708,P008,WH-East,2025-08-01,210,168,68,309,1,0,259.5
I00709,P009,WH-North,2025-08-01,84,150,8,225,1,0,154.5
I00710,P010,WH-West,2025-08-01,164,74,59,177,2,0,170.5
I00711,P011,WH-South,2025-08-01,194,161,140,215,0,0,204.5
I00712,P012,WH-East,2025-08-01,181,159,10,326,4,0,253.5
I00713,P013,WH-South,2025-08-01,197,7,44,160,0,0,178.5
I00714,P014,WH-East,2025-08-01,180,57,120,117,0,0,148.5
I00715,P015,WH-East,2025-08-01,84,56,167,0,3,1,42.0
I00716,P016,WH-South,2025-08-01,292,51,62,281,0,0,286.5
I00717,P017,WH-West,2025-08-01,46,23,85,0,1,1,23.0
I00718,P018,WH-West,2025-08-01,253,175,36,389,3,0,321.0
I00719,P019,WH-West,2025-08-01,140,103,137,102,4,0,121.0
I00720,P020,WH-West,2025-08-01,285,153,30,405,3,0,345.0
I00721,P021,WH-East,2025-08-01,95,38,175,0,1,1,47.5
I00722,P022,WH-South,2025-08-01,236,75,104,207,0,0,221.5
I00723,P023,WH-East,2025-08-01,231,1,37,192,3,0,211.5
I00724,P024,WH-South,2025-08-01,119,72,163,27,1,1,73.0
I00725,P025,WH-South,2025-08-01,292,130,36,384,2,0,338.0
I00726,P026,WH-North,2025-08-01,280,67,170,175,2,0,227.5
I00727,P027,WH-West,2025-08-01,231,72,147,156,0,0,193.5
I00728,P028,WH-West,2025-08-01,117,29,78,67,1,0,92.0
I00729,P029,WH-North,2025-08-01,181,140,63,258,0,0,219.5
I00730,P030,WH-South,2025-08-01,81,134,176,38,1,0,59.5
I00731,P031,WH-North,2025-08-01,248,67,21,293,1,0,270.5
I00732,P032,WH-South,2025-08-01,267,139,61,344,1,0,305.5
I00733,P033,WH-East,2025-08-01,117,77,31,162,1,0,139.5
I00734,P034,WH-West,2025-08-01,32,142,157,16,1,1,24.0
I00735,P035,WH-East,2025-08-01,114,46,165,0,2,1,57.0
I00736,P036,WH-East,2025-08-01,125,94,175,44,0,1,84.5
I00737,P037,WH-South,2025-08-01,189,11,98,100,2,1,144.5
I00738,P038,WH-East,2025-08-01,235,80,124,187,4,0,211.0
I00739,P039,WH-South,2025-08-01,167,17,68,114,2,0,140.5
I00740,P040,WH-East,2025-08-01,137,122,29,230,0,0,183.5
I00741,P041,WH-West,2025-08-01,293,46,83,256,0,0,274.5
I00742,P042,WH-North,2025-08-01,158,106,158,104,2,0,131.0
I00743,P043,WH-North,2025-08-01,235,37,130,141,1,0,188.0
I00744,P044,WH-East,2025-08-01,76,13,87,0,2,1,38.0
I00745,P045,WH-North,2025-08-01,63,65,7,120,1,0,91.5
I00746,P046,WH-West,2025-08-01,101,0,25,76,0,1,88.5
I00747,P047,WH-South,2025-08-01,121,129,35,214,1,0,167.5
I00748,P048,WH-South,2025-08-01,288,87,99,274,2,0,281.0
I00749,P049,WH-West,2025-08-01,119,69,130,57,1,1,88.0
I00750,P050,WH-North,2025-08-01,89,142,60,169,2,0,129.0
I00751,P051,WH-South,2025-08-01,154,108,153,109,0,0,131.5
I00752,P052,WH-West,2025-08-01,278,62,175,164,1,0,221.0
I00753,P053,WH-North,2025-08-01,74,117,152,39,0,1,56.5
I00754,P054,WH-West,2025-08-01,206,74,64,215,1,0,210.5
I00755,P055,WH-West,2025-08-01,88,21,69,37,3,1,62.5
I00756,P056,WH-South,2025-08-01,273,46,28,291,0,0,282.0
I00757,P057,WH-South,2025-08-01,233,38,59,211,1,0,222.0
I00758,P058,WH-South,2025-08-01,202,76,112,165,1,0,183.5
I00759,P059,WH-South,2025-08-01,228,100,95,233,0,0,230.5
I00760,P060,WH-North,2025-08-01,150,126,146,128,2,0,139.0
I00761,P061,WH-East,2025-08-01,34,172,177,29,0,1,31.5
I00762,P062,WH-East,2025-08-01,28,3,117,0,0,1,14.0
I00763,P063,WH-North,2025-08-01,197,79,138,138,0,0,167.5
I00764,P064,WH-South,2025-08-01,102,68,160,9,1,1,55.5
I00765,P065,WH-North,2025-08-01,31,53,108,0,0,1,15.5
I00766,P066,WH-East,2025-08-01,244,164,165,242,1,0,243.0
I00767,P067,WH-West,2025-08-01,184,136,22,297,1,0,240.5
I00768,P068,WH-West,2025-08-01,250,114,67,295,2,0,272.5
I00769,P069,WH-West,2025-08-01,165,164,24,304,1,0,234.5
I00770,P070,WH-East,2025-08-01,23,119,113,28,1,1,25.5
I00771,P071,WH-West,2025-08-01,204,48,113,139,0,0,171.5
I00772,P072,WH-East,2025-08-01,29,156,124,59,2,1,44.0
I00773,P073,WH-East,2025-08-01,156,89,153,89,3,0,122.5
I00774,P074,WH-East,2025-08-01,25,110,150,0,1,1,12.5
I00775,P075,WH-North,2025-08-01,251,106,110,247,0,0,249.0
I00776,P076,WH-East,2025-08-01,151,89,16,224,0,0,187.5
I00777,P077,WH-South,2025-08-01,102,92,43,149,2,0,125.5
I00778,P078,WH-West,2025-08-01,91,133,164,59,1,0,75.0
I00779,P079,WH-West,2025-08-01,273,40,76,233,4,0,253.0
I00780,P080,WH-South,2025-08-01,286,86,154,217,1,0,251.5
I00781,P081,WH-East,2025-08-01,178,46,41,182,1,0,180.0
I00782,P082,WH-South,2025-08-01,80,165,132,113,0,0,96.5
I00783,P083,WH-East,2025-08-01,146,152,37,261,0,0,203.5
I00784,P084,WH-South,2025-08-01,196,92,127,160,1,0,178.0
I00785,P085,WH-East,2025-08-01,285,95,160,216,4,0,250.5
I00786,P086,WH-South,2025-08-01,231,158,79,308,2,0,269.5
I00787,P087,WH-North,2025-08-01,272,136,46,359,3,0,315.5
I00788,P088,WH-North,2025-08-01,248,83,149,182,0,0,215.0
I00789,P089,WH-South,2025-08-01,256,175,6,424,1,0,340.0
I00790,P090,WH-North,2025-08-01,210,138,131,217,0,0,213.5
I00791,P091,WH-North,2025-08-01,192,172,161,202,1,0,197.0
I00792,P092,WH-West,2025-08-01,114,89,125,78,0,1,96.0
I00793,P093,WH-North,2025-08-01,91,69,150,9,1,1,50.0
I00794,P094,WH-South,2025-08-01,202,51,29,224,0,0,213.0
