procurement_id,po_date,supplier_id,product_id,warehouse,quantity_ordered,quantity_received,unit_cost,procurement_cost,expected_delivery_date,actual_delivery_date
PO00270,2026-01-19,S005,P096,WH-South,212,198,4344.62,860234.76,2026-01-29,2026-01-30
PO00271,2025-03-23,S014,P074,WH-North,103,97,7257.25,703953.25,2025-04-16,2025-04-14
PO00272,2026-06-02,S015,P012,WH-East,403,388,2355.34,913871.92,2026-06-13,2026-06-11
PO00273,2025-04-16,S013,P076,WH-North,438,377,1819.91,686106.07,2025-04-26,2025-05-03
PO00274,2025-05-27,S022,P059,WH-North,413,383,524.57,200910.31,2025-06-16,2025-06-17
PO00275,2025-01-08,S022,P059,WH-East,492,445,524.57,233433.65,2025-01-14,2025-01-17
PO00276,2025-10-01,S014,P074,WH-East,194,170,7257.25,1233732.5,2025-10-20,2025-10-17
PO00277,2026-05-26,S002,P034,WH-North,111,102,5330.87,543748.74,2026-06-02,2026-06-01
PO00278,2025-02-07,S009,P030,WH-North,310,310,5123.21,1588195.1,2025-02-24,2025-02-21
PO00279,2026-05-29,S017,P044,WH-East,81,81,3055.75,247515.75,2026-06-19,2026-06-23
PO00280,2025-08-12,S021,P095,WH-South,52,46,4617.29,212395.34,2025-09-04,2025-09-02
PO00281,2025-05-13,S022,P038,WH-East,162,161,7793.26,1254714.86,2025-05-28,2025-05-30
PO00282,2025-12-28,S017,P025,WH-West,360,358,1867.3,668493.4,2026-01-03,2026-01-10
PO00283,2025-08-09,S015,P024,WH-West,381,331,3955.92,1309409.52,2025-08-23,2025-08-25
PO00284,2025-03-23,S009,P097,WH-South,438,412,6093.09,2510353.08,2025-04-08,2025-04-13
PO00285,2026-01-31,S005,P061,WH-North,142,141,6142.41,866079.81,2026-02-17,2026-02-19
PO00286,2025-07-04,S004,P009,WH-North,134,124,5350.8,663499.2,2025-07-14,2025-07-20
PO00287,2025-09-06,S004,P089,WH-North,392,350,3726.91,1304418.5,2025-09-14,2025-09-16
PO00288,2025-10-10,S025,P084,WH-West,376,357,6608.9,2359377.3,2025-10-26,2025-11-02
PO00289,2026-03-13,S010,P048,WH-East,413,353,6812.06,2404657.18,2026-04-01,2026-03-29
PO00290,2025-09-09,S013,P081,WH-South,99,84,7060.83,593109.72,2025-10-02,2025-10-05
PO00291,2026-01-07,S017,P052,WH-East,423,417,1367.08,570072.36,2026-01-19,2026-01-27
PO00292,2025-10-28,S003,P070,WH-North,261,216,2363.97,510617.52,2025-11-06,2025-11-08
PO00293,2025-11-30,S012,P064,WH-East,155,152,6957.51,1057541.52,2025-12-08,2025-12-12
PO00294,2025-11-20,S020,P036,WH-South,384,337,6872.15,2315914.55,2025-12-07,2025-12-04
PO00295,2025-02-05,S002,P020,WH-West,114,104,1946.07,202391.28,2025-02-15,2025-02-19
PO00296,2026-04-04,S022,P090,WH-East,283,263,1950.75,513047.25,2026-04-28,2026-05-02
PO00297,2025-08-18,S012,P050,WH-East,160,156,1675.05,261307.8,2025-09-07,2025-09-04
PO00298,2025-10-10,S015,P012,WH-South,107,107,2355.34,252021.38,2025-10-24,2025-10-31
PO00299,2025-06-14,S021,P007,WH-South,479,470,7730.21,3633198.7,2025-06-23,2025-06-26
PO00300,2026-06-23,S019,P040,WH-North,256,239,5809.38,1388441.82,2026-07-12,2026-07-15
PO00301,2025-11-28,S025,P094,WH-South,78,69,7900.12,545108.28,2025-12-13,2025-12-16
PO00302,2025-06-24,S005,P086,WH-West,356,329,2683.09,882736.61,2025-07-18,2025-07-26
PO00303,2025-03-17,S019,P042,WH-North,194,160,4016.26,642601.6,2025-03-30,2025-03-29
PO00304,2026-03-16,S022,P093,WH-East,79,69,7471.92,515562.48,2026-04-07,2026-04-06
PO00305,2025-05-08,S005,P086,WH-North,188,168,2683.09,450759.12,2025-05-13,2025-05-20
PO00306,2026-05-27,S012,P088,WH-East,71,63,5620.86,354114.18,2026-06-09,2026-06-13
PO00307,2026-02-02,S017,P067,WH-South,247,207,3111.48,644076.36,2026-02-15,2026-02-19
PO00308,2025-10-05,S012,P050,WH-North,267,222,1675.05,371861.1,2025-10-24,2025-10-28
PO00309,2025-11-27,S001,P041,WH-West,351,317,7152.57,2267364.69,2025-12-05,2025-12-13
PO00310,2025-12-26,S015,P024,WH-North,395,330,3955.92,1305453.6,2026-01-03,2026-01-02
PO00311,2026-03-16,S022,P090,WH-West,457,401,1950.75,782250.75,2026-03-21,2026-03-21
PO00312,2025-04-12,S025,P069,WH-North,55,50,5619.39,280969.5,2025-04-17,2025-04-25
PO00313,2026-01-12,S008,P013,WH-South,352,303,272.75,82643.25,2026-01-17,2026-01-15
PO00314,2025-09-13,S005,P086,WH-East,118,99,2683.09,265625.91,2025-09-23,2025-09-30
PO00315,2026-02-08,S002,P034,WH-North,88,80,5330.87,426469.6,2026-02-23,2026-02-22
PO00316,2025-01-02,S001,P003,WH-East,160,146,5817.69,849382.74,2025-01-22,2025-01-23
PO00317,2025-05-08,S005,P096,WH-East,219,219,4344.62,951471.78,2025-05-17,2025-05-16
PO00318,2025-05-12,S012,P088,WH-East,286,242,5620.86,1360248.12,2025-05-26,2025-05-26
PO00319,2026-03-31,S017,P073,WH-North,27,25,4048.01,101200.25,2026-04-20,2026-04-23
PO00320,2025-12-10,S001,P003,WH-East,434,384,5817.69,2233992.96,2025-12-25,2025-12-24
PO00321,2025-12-18,S005,P086,WH-North,81,68,2683.09,182450.12,2026-01-09,2026-01-06
PO00322,2026-02-07,S015,P024,WH-West,159,143,3955.92,565696.56,2026-02-25,2026-02-22
PO00323,2025-02-11,S014,P074,WH-East,414,375,7257.25,2721468.75,2025-02-28,2025-02-28
PO00324,2025-12-21,S003,P035,WH-West,420,375,7193.14,2697427.5,2025-12-26,2025-12-23
PO00325,2025-09-16,S002,P020,WH-East,430,418,1946.07,813457.26,2025-09-23,2025-09-25
PO00326,2025-07-29,S017,P044,WH-North,352,348,3055.75,1063401.0,2025-08-17,2025-08-17
PO00327,2025-02-06,S013,P076,WH-North,416,353,1819.91,642428.23,2025-02-22,2025-02-23
PO00328,2025-01-22,S010,P048,WH-West,380,324,6812.06,2207107.44,2025-01-31,2025-02-02
PO00329,2025-06-10,S014,P043,WH-West,361,326,6183.15,2015706.9,2025-06-30,2025-06-28
PO00330,2025-12-25,S013,P076,WH-South,129,114,1819.91,207469.74,2026-01-12,2026-01-09
PO00331,2025-12-20,S013,P081,WH-South,191,188,7060.83,1327436.04,2026-01-03,2026-01-09
PO00332,2026-03-09,S007,P068,WH-South,77,77,6782.27,522234.79,2026-03-18,2026-03-26
PO00333,2026-03-14,S017,P072,WH-East,363,311,5486.78,1706388.58,2026-03-25,2026-04-02
PO00334,2025-10-12,S023,P071,WH-West,433,421,3389.05,1426790.05,2025-11-01,2025-10-30
PO00335,2025-11-02,S017,P055,WH-South,416,392,1236.07,484539.44,2025-11-21,2025-11-23
PO00336,2025-01-14,S010,P082,WH-West,27,26,5709.22,148439.72,2025-01-24,2025-01-30
PO00337,2025-02-17,S017,P026,WH-South,472,412,5615.99,2313787.88,2025-02-28,2025-03-05
PO00338,2025-10-27,S019,P031,WH-West,382,321,1614.17,518148.57,2025-11-18,2025-11-22
PO00339,2025-08-30,S015,P054,WH-West,395,367,3739.53,1372407.51,2025-09-22,2025-09-28
PO00340,2026-02-16,S009,P056,WH-South,83,78,765.88,59738.64,2026-03-11,2026-03-18
PO00341,2026-05-19,S009,P056,WH-East,327,327,765.88,250442.76,2026-06-09,2026-06-06
PO00342,2025-04-08,S001,P053,WH-South,409,391,6607.41,2583497.31,2025-04-26,2025-04-27
PO00343,2025-05-06,S017,P072,WH-West,346,314,5486.78,1722848.92,2025-05-19,2025-05-22
PO00344,2025-06-09,S005,P061,WH-North,457,457,6142.41,2807081.37,2025-06-29,2025-07-03
PO00345,2025-09-22,S002,P034,WH-East,297,266,5330.87,1418011.42,2025-10-06,2025-10-09
PO00346,2025-09-04,S008,P046,WH-East,210,179,1480.52,265013.08,2025-09-17,2025-09-14
PO00347,2025-07-04,S019,P080,WH-North,241,227,5694.0,1292538.0,2025-07-20,2025-07-28
PO00348,2026-04-12,S025,P084,WH-South,98,86,6608.9,568365.4,2026-04-25,2026-04-25
PO00349,2025-10-29,S014,P074,WH-West,56,56,7257.25,406406.0,2025-11-18,2025-11-18
PO00350,2026-03-21,S012,P050,WH-South,459,416,1675.05,696820.8,2026-04-10,2026-04-15
PO00351,2025-08-27,S025,P069,WH-West,444,377,5619.39,2118510.03,2025-09-02,2025-09-10
PO00352,2025-08-17,S021,P011,WH-North,207,176,7695.2,1354355.2,2025-08-28,2025-08-30
PO00353,2025-11-23,S005,P086,WH-West,167,159,2683.09,426611.31,2025-12-17,2025-12-19
PO00354,2025-10-18,S012,P075,WH-West,114,102,4020.25,410065.5,2025-10-29,2025-10-30
PO00355,2025-03-07,S007,P018,WH-South,134,120,5728.7,687444.0,2025-03-18,2025-03-19
PO00356,2025-11-09,S010,P082,WH-West,472,445,5709.22,2540602.9,2025-12-02,2025-12-07
PO00357,2025-10-17,S019,P031,WH-South,192,166,1614.17,267952.22,2025-10-24,2025-10-22
PO00358,2025-08-15,S025,P084,WH-South,141,120,6608.9,793068.0,2025-08-29,2025-09-04
PO00359,2026-06-08,S010,P062,WH-East,333,317,7600.79,2409450.43,2026-06-18,2026-06-19
PO00360,2025-06-24,S003,P023,WH-North,223,183,1939.29,354890.07,2025-06-30,2025-06-27
PO00361,2025-08-09,S001,P053,WH-South,184,184,6607.41,1215763.44,2025-09-02,2025-09-03
PO00362,2025-03-06,S010,P062,WH-North,241,206,7600.79,1565762.74,2025-03-28,2025-03-28
PO00363,2025-09-27,S014,P074,WH-East,442,402,7257.25,2917414.5,2025-10-10,2025-10-10
PO00364,2025-07-01,S007,P017,WH-South,278,240,5748.97,1379752.8,2025-07-20,2025-07-20
PO00365,2025-12-06,S001,P041,WH-North,96,83,7152.57,593663.31,2025-12-24,2025-12-23
PO00366,2025-11-02,S003,P008,WH-East,94,93,5513.62,512766.66,2025-11-15,2025-11-17
PO00367,2025-04-26,S019,P031,WH-East,477,447,1614.17,721533.99,2025-05-02,2025-05-01
PO00368,2025-01-11,S025,P049,WH-West,241,213,2161.22,460339.86,2025-01-25,2025-01-27
PO00369,2025-06-16,S022,P057,WH-West,220,191,606.82,115902.62,2025-06-24,2025-06-26
PO00370,2025-01-10,S010,P048,WH-North,241,208,6812.06,1416908.48,2025-01-15,2025-01-22
PO00371,2025-11-24,S001,P053,WH-South,112,104,6607.41,687170.64,2025-12-09,2025-12-15
PO00372,2025-02-16,S010,P062,WH-West,57,55,7600.79,418043.45,2025-03-08,2025-03-06
PO00373,2026-06-09,S022,P090,WH-South,449,391,1950.75,762743.25,2026-06-24,2026-06-29
PO00374,2026-01-13,S012,P050,WH-West,253,224,1675.05,375211.2,2026-01-30,2026-02-05
PO00375,2026-02-03,S017,P055,WH-West,140,135,1236.07,166869.45,2026-02-21,2026-02-25
PO00376,2026-03-13,S004,P009,WH-North,68,66,5350.8,353152.8,2026-03-18,2026-03-21
PO00377,2025-05-01,S001,P032,WH-West,53,46,6504.58,299210.68,2025-05-14,2025-05-19
PO00378,2025-02-16,S017,P087,WH-East,173,155,5608.98,869391.9,2025-03-10,2025-03-14
PO00379,2026-06-10,S005,P096,WH-West,149,148,4344.62,643003.76,2026-06-25,2026-06-30
PO00380,2026-05-04,S022,P057,WH-West,398,385,606.82,233625.7,2026-05-11,2026-05-15
PO00381,2026-05-20,S016,P100,WH-North,75,64,4482.47,286878.08,2026-05-28,2026-05-27
PO00382,2025-03-20,S023,P005,WH-North,119,107,3730.15,399126.05,2025-04-04,2025-04-10
PO00383,2026-01-02,S005,P065,WH-East,154,154,5199.81,800770.74,2026-01-13,2026-01-10
PO00384,2025-11-11,S012,P050,WH-North,391,362,1675.05,606368.1,2025-11-24,2025-12-01
PO00385,2025-04-20,S021,P095,WH-West,55,53,4617.29,244716.37,2025-04-29,2025-05-01
PO00386,2026-02-13,S004,P063,WH-East,187,157,4099.62,643640.34,2026-02-19,2026-02-27
PO00387,2025-04-01,S021,P095,WH-West,225,222,4617.29,1025038.38,2025-04-17,2025-04-16
PO00388,2025-08-27,S022,P058,WH-West,494,465,2347.48,1091578.2,2025-09-04,2025-09-03
PO00389,2025-10-27,S022,P057,WH-East,301,257,606.82,155952.74,2025-11-13,2025-11-15
PO00390,2025-11-13,S004,P009,WH-North,103,92,5350.8,492273.6,2025-11-19,2025-11-25
PO00391,2025-08-31,S009,P097,WH-North,94,79,6093.09,481354.11,2025-09-19,2025-09-27
PO00392,2025-03-20,S018,P099,WH-West,109,106,1041.43,110391.58,2025-03-25,2025-03-30
PO00393,2026-04-20,S017,P026,WH-North,140,136,5615.99,763774.64,2026-05-12,2026-05-13
PO00394,2025-11-26,S004,P063,WH-South,118,108,4099.62,442758.96,2025-12-02,2025-11-29
PO00395,2026-05-25,S013,P066,WH-East,344,313,6590.35,2062779.55,2026-06-02,2026-06-08
PO00396,2025-06-15,S002,P034,WH-East,291,266,5330.87,1418011.42,2025-07-08,2025-07-11
PO00397,2025-03-09,S013,P081,WH-West,94,78,7060.83,550744.74,2025-04-02,2025-04-07
PO00398,2025-08-25,S007,P006,WH-West,372,332,514.64,170860.48,2025-09-08,2025-09-14
PO00399,2025-08-16,S010,P062,WH-East,156,132,7600.79,1003304.28,2025-09-02,2025-08-31
PO00400,2026-04-16,S021,P095,WH-West,425,364,4617.29,1680693.56,2026-05-09,2026-05-14
PO00401,2025-03-03,S025,P092,WH-East,280,280,7533.17,2109287.6,2025-03-15,2025-03-16
PO00402,2025-05-15,S013,P085,WH-East,231,202,800.7,161741.4,2025-05-29,2025-05-26
PO00403,2025-06-09,S012,P075,WH-South,395,362,4020.25,1455330.5,2025-06-21,2025-06-21
PO00404,2025-04-11,S001,P041,WH-East,62,62,7152.57,443459.34,2025-05-04,2025-05-08
PO00405,2025-08-13,S015,P054,WH-South,117,106,3739.53,396390.18,2025-08-26,2025-08-25
PO00406,2025-10-09,S020,P036,WH-West,305,282,6872.15,1937946.3,2025-10-22,2025-10-23
PO00407,2025-12-31,S013,P091,WH-North,93,79,2579.79,203803.41,2026-01-17,2026-01-15
PO00408,2025-11-14,S025,P084,WH-North,147,129,6608.9,852548.1,2025-11-19,2025-11-20
PO00409,2026-02-19,S025,P084,WH-South,51,47,6608.9,310618.3,2026-03-07,2026-03-15
PO00410,2026-04-23,S022,P002,WH-West,235,210,6949.48,1459390.8,2026-05-07,2026-05-12
PO00411,2025-01-23,S001,P027,WH-East,292,242,3376.64,817146.88,2025-02-15,2025-02-23
PO00412,2025-07-02,S007,P018,WH-East,383,345,5728.7,1976401.5,2025-07-14,2025-07-13
PO00413,2025-10-27,S023,P077,WH-East,86,85,7797.85,662817.25,2025-11-11,2025-11-14
PO00414,2025-10-24,S010,P082,WH-East,250,211,5709.22,1204645.42,2025-11-08,2025-11-10
PO00415,2025-09-26,S021,P011,WH-East,402,331,7695.2,2547111.2,2025-10-16,2025-10-14
PO00416,2025-10-07,S012,P078,WH-West,254,214,5690.78,1217826.92,2025-10-22,2025-10-25
PO00417,2025-02-17,S017,P044,WH-South,173,166,3055.75,507254.5,2025-02-22,2025-02-28
PO00418,2025-07-24,S010,P004,WH-West,31,30,4269.34,128080.2,2025-08-03,2025-08-03
PO00419,2026-02-26,S023,P077,WH-South,56,46,7797.85,358701.1,2026-03-15,2026-03-17
PO00420,2025-11-16,S020,P083,WH-South,189,189,1022.9,193328.1,2025-12-01,2025-12-04
PO00421,2025-05-24,S014,P043,WH-West,332,314,6183.15,1941509.1,2025-05-31,2025-06-05
PO00422,2025-03-31,S021,P039,WH-North,31,29,1910.51,55404.79,2025-04-05,2025-04-08
PO00423,2025-06-14,S022,P059,WH-West,193,168,524.57,88127.76,2025-07-02,2025-07-01
PO00424,2025-09-16,S017,P025,WH-North,244,218,1867.3,407071.4,2025-10-01,2025-10-06
PO00425,2025-04-21,S009,P079,WH-South,174,174,6732.07,1171380.18,2025-05-09,2025-05-11
PO00426,2026-06-23,S025,P084,WH-West,353,353,6608.9,2332941.7,2026-07-07,2026-07-07
PO00427,2025-01-08,S013,P081,WH-South,26,25,7060.83,176520.75,2025-01-14,2025-01-22
PO00428,2025-01-23,S017,P055,WH-North,255,239,1236.07,295420.73,2025-02-01,2025-02-07
PO00429,2026-02-13,S005,P065,WH-South,57,49,5199.81,254790.69,2026-03-04,2026-03-05
PO00430,2026-03-17,S022,P093,WH-West,451,451,7471.92,3369835.92,2026-04-08,2026-04-14
PO00431,2025-02-27,S020,P083,WH-North,317,308,1022.9,315053.2,2025-03-19,Unknown
PO00432,2025-12-01,S025,P094,WH-North,263,236,7900.12,1864428.32,2025-12-25,2026-01-02
PO00433,2025-04-06,S017,P025,WH-South,142,140,1867.3,261422.0,2025-04-13,2025-04-13
PO00434,2026-02-28,S025,P092,WH-South,174,150,7533.17,1129975.5,2026-03-13,2026-03-12
PO00435,2025-05-27,S016,P037,WH-North,413,356,1418.79,505089.24,2025-06-18,2025-06-20
PO00436,2026-04-07,S012,P075,WH-South,317,310,4020.25,1246277.5,2026-04-30,2026-05-05
PO00437,2026-03-04,S019,P080,WH-East,265,247,5694.0,1406418.0,2026-03-13,2026-03-12
PO00438,2025-12-21,S010,P082,WH-North,461,429,5709.22,2449255.38,2025-12-29,2026-01-06
PO00439,2025-11-04,S015,P054,WH-North,382,357,3739.53,1335012.21,2025-11-16,2025-11-17
PO00440,2026-02-25,S017,P073,WH-East,60,51,4048.01,206448.51,2026-03-08,2026-03-06
PO00441,2025-10-30,S023,P028,WH-West,284,253,1287.42,325717.26,2025-11-14,2025-11-19
PO00442,2026-06-10,S013,P091,WH-West,127,119,2579.79,306995.01,2026-06-26,2026-06-30
PO00443,2025-06-03,S017,P052,WH-West,245,213,1367.08,291188.04,2025-06-19,2025-06-25
PO00444,2025-02-16,S012,P064,WH-West,193,178,6957.51,1238436.78,2025-03-08,2025-03-08
PO00445,2026-05-14,S022,P038,WH-East,124,115,7793.26,896224.9,2026-06-03,2026-06-10
PO00446,2025-04-16,S017,P044,WH-East,368,368,3055.75,1124516.0,2025-05-05,2025-05-09
PO00447,2025-06-07,S017,P087,WH-South,357,310,5608.98,1738783.8,2025-06-12,2025-06-18
PO00448,2026-01-06,S010,P062,WH-East,201,182,7600.79,1383343.78,2026-01-25,2026-01-25
PO00449,2025-09-02,S005,P086,WH-East,112,112,2683.09,300506.08,2025-09-24,2025-09-22
PO00450,2026-06-19,S007,P068,WH-West,138,118,6782.27,800307.86,2026-06-29,2026-07-04
PO00451,2025-04-27,S005,P096,WH-West,497,485,4344.62,2107140.7,2025-05-10,2025-05-08
PO00452,2025-03-11,S012,P088,WH-South,140,120,5620.86,674503.2,2025-04-01,2025-03-29
PO00453,2025-03-16,S022,P038,WH-East,206,204,7793.26,1589825.04,2025-04-01,2025-03-29
PO00454,2025-05-15,S012,P050,WH-North,288,264,1675.05,442213.2,2025-05-21,2025-05-20
PO00455,2025-05-18,S005,P061,WH-West,361,361,6142.41,2217410.01,2025-06-07,2025-06-13
PO00456,2026-02-18,S023,P028,WH-West,35,30,1287.42,38622.6,2026-03-09,2026-03-12
PO00457,2026-03-08,S003,P070,WH-East,448,429,2363.97,1014143.13,2026-03-24,2026-03-26
PO00458,2025-08-28,S009,P097,WH-East,51,49,6093.09,298561.41,2025-09-16,2025-09-24
PO00459,2026-06-21,S019,P031,WH-South,443,427,1614.17,689250.59,2026-07-08,2026-07-07
PO00460,2025-08-05,S022,P057,WH-South,365,307,606.82,186293.74,2025-08-21,2025-08-22
PO00461,2025-01-12,S014,P010,WH-East,114,100,6761.94,676194.0,2025-02-04,2025-02-10
PO00462,2025-07-18,S015,P012,WH-East,447,397,2355.34,935069.98,2025-08-07,2025-08-09
PO00463,2026-05-22,S021,P007,WH-North,486,430,7730.21,3323990.3,2026-06-02,2026-06-08
PO00464,2026-02-22,S012,P088,WH-South,125,119,5620.86,668882.34,2026-03-15,2026-03-13
PO00465,2026-01-22,S023,P028,WH-North,393,327,1287.42,420986.34,2026-02-05,2026-02-04
PO00466,2025-05-14,S012,P075,WH-North,194,187,4020.25,751786.75,2025-05-27,2025-05-27
PO00467,2025-11-11,S005,P096,WH-East,388,359,4344.62,1559718.58,2025-11-21,2025-11-25
PO00468,2025-02-05,S002,P020,WH-East,345,295,1946.07,574090.65,2025-02-18,2025-02-25
PO00469,2026-04-11,S025,P092,WH-East,463,401,7533.17,3020801.17,2026-04-16,2026-04-13
PO00470,2025-07-12,S005,P065,WH-North,310,260,5199.81,1351950.6,2025-08-01,2025-08-06
PO00471,2026-01-24,S001,P027,WH-North,350,319,3376.64,1077148.16,2026-02-11,2026-02-08
PO00472,2025-05-22,S003,P016,WH-South,463,435,4791.69,2084385.15,2025-06-03,2025-06-11
PO00473,2025-09-05,S020,P036,WH-South,56,52,6872.15,357351.8,2025-09-24,2025-09-23
PO00474,2025-11-17,S003,P070,WH-West,41,41,2363.97,96922.77,2025-12-07,2025-12-06
PO00475,2026-06-08,S014,P010,WH-South,416,366,6761.94,2474870.04,2026-06-26,Unknown
PO00476,2026-01-21,S017,P044,WH-West,419,407,3055.75,1243690.25,2026-02-10,2026-02-09
PO00477,2025-11-19,S013,P019,WH-South,237,229,4142.28,948582.12,2025-11-30,2025-11-29
PO00478,2026-04-06,S014,P074,WH-West,105,87,7257.25,631380.75,2026-04-28,2026-04-26
PO00479,2025-11-19,S022,P090,WH-South,335,335,1950.75,653501.25,2025-12-10,2025-12-10
PO00480,2025-09-27,S008,P098,WH-South,61,61,2306.64,140705.04,2025-10-02,2025-10-09
PO00481,2025-05-17,S005,P065,WH-North,160,144,5199.81,748772.64,2025-06-01,2025-06-05
PO00482,2026-01-29,S014,P074,WH-East,234,211,7257.25,1531279.75,2026-02-22,2026-02-24
PO00483,2025-03-02,S010,P062,WH-South,466,459,7600.79,3488762.61,2025-03-11,2025-03-08
PO00484,2025-11-24,S010,P033,WH-North,179,165,5454.17,899938.05,2025-12-11,2025-12-12
PO00485,2025-06-17,S022,P090,WH-North,298,292,1950.75,569619.0,2025-06-29,2025-07-07
PO00486,2025-12-24,S008,P098,WH-East,190,157,2306.64,362142.48,2026-01-15,2026-01-22
PO00487,2026-06-19,S016,P037,WH-South,179,156,1418.79,221331.24,2026-07-06,2026-07-12
PO00488,2025-02-28,S008,P013,WH-West,259,217,272.75,59186.75,2025-03-13,2025-03-20
PO00489,2026-03-10,S025,P094,WH-West,377,343,7900.12,2709741.16,2026-03-25,2026-03-29
PO00490,2025-03-25,S012,P088,WH-East,175,173,5620.86,972408.78,2025-04-04,2025-04-01
PO00491,2025-09-05,S008,P098,WH-East,436,407,2306.64,938802.48,2025-09-20,2025-09-22
PO00492,2026-05-11,S016,P037,WH-East,251,232,1418.79,329159.28,2026-05-30,2026-06-06
PO00493,2026-01-31,S013,P019,WH-South,429,383,4142.28,1586493.24,2026-02-18,2026-02-21
PO00494,2026-04-26,S013,P066,WH-South,241,201,6590.35,1324660.35,2026-05-08,2026-05-09
PO00495,2025-10-15,S009,P030,WH-South,356,346,5123.21,1772630.66,2025-11-06,2025-11-06
PO00496,2025-07-12,S005,P086,WH-North,189,177,2683.09,474906.93,2025-07-17,2025-07-20
PO00497,2026-03-14,S001,P032,WH-West,304,304,6504.58,1977392.32,2026-03-27,2026-04-01
PO00498,2026-05-15,S010,P033,WH-North,405,367,5454.17,2001680.39,2026-05-26,2026-05-26
PO00499,2025-06-01,S019,P040,WH-North,262,236,5809.38,1371013.68,2025-06-20,2025-06-19
PO00500,2026-06-04,S001,P015,WH-South,377,377,7332.43,2764326.11,2026-06-23,2026-06-29
PO00501,2025-09-26,S003,P070,WH-East,181,154,2363.97,364051.38,2025-10-09,2025-10-09
PO00502,2026-06-21,S016,P100,WH-East,133,116,4482.47,519966.52,2026-06-30,2026-07-01
PO00503,2025-06-06,S019,P080,WH-North,385,353,5694.0,2009982.0,2025-06-17,2025-06-22
PO00504,2025-07-06,S013,P085,WH-East,441,408,800.7,326685.6,2025-07-22,2025-07-29
PO00505,2025-11-13,S008,P098,WH-North,287,267,2306.64,615872.88,2025-11-23,2025-11-20
PO00506,2025-08-31,S022,P038,WH-East,455,392,7793.26,3054957.92,2025-09-14,2025-09-19
PO00507,2026-06-22,S018,P099,WH-South,424,424,1041.43,441566.32,2026-07-11,2026-07-16
PO00508,2025-03-25,S009,P097,WH-North,110,106,6093.09,645867.54,2025-04-02,2025-04-06
PO00509,2025-07-15,S003,P008,WH-West,315,275,5513.62,1516245.5,2025-08-03,2025-08-09
PO00510,2025-10-05,S013,P076,WH-North,470,413,1819.91,751622.83,2025-10-27,2025-10-31
PO00511,2025-05-15,S021,P039,WH-East,376,375,1910.51,716441.25,2025-05-22,2025-05-26
PO00512,2026-01-13,S020,P060,WH-South,452,405,1061.17,429773.85,2026-02-01,2026-02-01
PO00513,2025-04-28,S020,P060,WH-South,429,400,1061.17,424468.0,2025-05-22,2025-05-25
PO00514,2025-01-26,S009,P056,WH-West,327,276,765.88,211382.88,2025-02-04,2025-02-02
PO00515,2025-08-27,S007,P018,WH-South,337,293,5728.7,1678509.1,2025-09-02,2025-09-01
PO00516,2025-04-19,S010,P048,WH-South,344,311,6812.06,2118550.66,2025-05-08,2025-05-12
PO00517,2025-03-31,S012,P021,WH-North,385,366,2470.72,904283.52,2025-04-12,2025-04-12
PO00518,2026-01-17,S009,P056,WH-South,336,294,765.88,225168.72,2026-01-26,2026-02-01
PO00519,2025-01-18,S013,P091,WH-East,359,359,2579.79,926144.61,2025-01-31,2025-02-07
PO00520,2026-05-17,S015,P012,WH-West,321,277,2355.34,652429.18,2026-05-28,2026-05-30
PO00521,2025-08-05,S007,P006,WH-West,252,246,514.64,126601.44,2025-08-13,2025-08-21
PO00522,2025-01-24,S019,P031,WH-North,91,81,1614.17,130747.77,2025-02-16,2025-02-23
PO00523,2026-05-09,S008,P098,WH-East,126,124,2306.64,286023.36,2026-05-21,2026-05-25
PO00524,2026-01-08,S023,P071,WH-South,495,495,3389.05,1677579.75,2026-01-26,2026-01-30
PO00525,2026-04-14,S005,P061,WH-North,432,370,6142.41,2272691.7,2026-04-27,2026-04-28
PO00526,2026-05-17,S021,P095,WH-East,69,63,4617.29,290889.27,2026-05-26,2026-06-02
PO00527,2026-06-22,S007,P068,WH-South,380,323,6782.27,2190673.21,2026-07-02,2026-07-05
PO00528,2025-11-26,S022,P057,WH-North,21,20,606.82,12136.4,2025-12-10,2025-12-07
PO00529,2025-06-03,S005,P061,WH-West,467,461,6142.41,2831651.01,2025-06-20,2025-06-21
PO00530,2026-02-21,S007,P017,WH-South,85,76,5748.97,436921.72,2026-03-07,2026-03-06
PO00531,2026-03-17,S005,P029,WH-West,377,339,6128.71,2077632.69,2026-04-03,2026-04-03
PO00532,2026-02-27,S017,P067,WH-South,190,164,3111.48,510282.72,2026-03-06,2026-03-03
PO00533,2025-02-06,S022,P059,WH-South,234,206,524.57,108061.42,2025-02-22,2025-02-19
PO00534,2025-10-01,S012,P088,WH-West,157,139,5620.86,781299.54,2025-10-09,2025-10-08
PO00535,2025-06-07,S001,P003,WH-South,384,327,5817.69,1902384.63,2025-06-22,2025-06-22
PO00536,2026-03-09,S001,P027,WH-East,200,176,3376.64,594288.64,2026-03-22,2026-03-21
PO00537,2025-04-23,S019,P001,WH-South,367,367,1589.96,583515.32,2025-05-03,2025-05-01
PO00538,2026-06-26,S009,P079,WH-North,230,204,6732.07,1373342.28,2026-07-12,2026-07-19
PO00539,2026-06-17,S012,P078,WH-East,303,265,5690.78,1508056.7,2026-07-05,2026-07-08
PO00540,2026-03-14,S010,P004,WH-South,403,361,4269.34,1541231.74,2026-03-27,2026-04-02
