order_id,order_date,product_id,customer_id,warehouse,quantity,unit_price,sales,order_status,delivery_date,order_year,order_month,order_month_name,fulfilled_flag
O00878,2025-11-02,P086,C0042,WH-West,13,3132.13,40717.69,Delivered,2025-11-07,2025,11,November,1
O00879,2025-07-04,P064,C0417,WH-East,8,9772.25,78178.0,Delivered,2025-07-11,2025,7,July,1
O00880,2025-02-08,P012,C0272,WH-West,11,3219.93,35419.23,Returned,2025-02-10,2025,2,February,0
O00881,2025-08-11,P082,C0141,WH-West,15,7665.58,114983.7,Delivered,2025-08-21,2025,8,August,1
O00882,2025-07-03,P056,C0917,WH-North,13,888.53,11550.89,Delivered,2025-07-06,2025,7,July,1
O00883,2026-05-10,P046,C0571,WH-West,2,2032.34,4064.68,Delivered,2026-05-13,2026,5,May,1
O00884,2026-03-03,P047,C0752,WH-South,2,9554.1,19108.2,Delivered,2026-03-09,2026,3,March,1
O00885,2025-06-27,P079,C0047,WH-West,9,8889.27,80003.43,Delivered,2025-07-02,2025,6,June,1
O00886,2026-03-04,P016,C0167,WH-North,1,6037.0,6037.0,Delivered,2026-03-08,2026,3,March,1
O00887,2025-10-21,P069,C0622,WH-East,6,7876.01,47256.06,Delivered,2025-10-27,2025,10,October,1
O00888,2025-05-31,P002,C0126,WH-North,13,9662.88,125617.44,Delivered,2025-06-08,2025,5,May,1
O00889,2026-01-19,P092,C0472,WH-South,13,9918.59,128941.67,Delivered,2026-01-22,2026,1,January,1
O00890,2025-11-04,P054,C0811,WH-South,3,5559.97,16679.91,Delivered,2025-11-11,2025,11,November,1
O00891,2025-12-02,P027,C0923,WH-East,15,3927.78,58916.7,Delivered,2025-12-07,2025,12,December,1
O00892,2026-01-10,P031,C0621,WH-North,13,1882.62,24474.06,Cancelled,Unknown,2026,1,January,0
O00893,2025-01-08,P041,C0677,WH-North,5,10031.16,50155.8,Delivered,2025-01-10,2025,1,January,1
O00894,2025-12-07,P036,C0370,WH-East,8,9014.91,72119.28,Delivered,2025-12-16,2025,12,December,1
O00895,2025-05-09,P047,C0771,WH-East,7,9554.1,66878.7,Delivered,2025-05-15,2025,5,May,1
O00896,2025-12-18,P043,C0588,WH-East,13,7218.47,93840.11,Delivered,2025-12-21,2025,12,December,1
O00897,2025-12-24,P065,C0007,WH-East,12,6932.91,83194.92,Delivered,2026-01-02,2025,12,December,1
O00898,2026-06-01,P050,C0698,WH-South,4,1973.84,7895.36,Delivered,2026-06-05,2026,6,June,1
O00899,2026-05-10,P093,C0276,WH-South,8,11181.17,89449.36,Delivered,2026-05-18,2026,5,May,1
O00900,2025-03-27,P001,C0591,WH-East,11,2324.33,25567.63,Delivered,2025-03-30,2025,3,March,1
O00901,2025-06-24,P072,C0065,WH-West,11,7933.68,87270.48,Delivered,2025-07-02,2025,6,June,1
O00902,2025-07-12,P057,C0627,WH-East,10,919.99,9199.9,Delivered,2025-07-17,2025,7,July,1
O00903,2025-11-07,P016,C0202,WH-West,11,6037.0,66407.0,Delivered,2025-11-09,2025,11,November,1
O00904,2025-04-29,P028,C0142,WH-West,14,1732.59,24256.26,Delivered,2025-05-05,2025,4,April,1
O00905,2025-08-06,P086,C0975,WH-North,2,3132.13,6264.26,Delivered,2025-08-11,2025,8,August,1
O00906,2026-03-03,P082,C0098,WH-West,7,7665.58,53659.06,Delivered,2026-03-12,2026,3,March,1
O00907,2026-02-18,P022,C0817,WH-West,5,9065.34,45326.7,Processing,2026-02-20,2026,2,February,0
O00908,2025-04-24,P041,C0217,WH-West,11,10031.16,110342.76,Delivered,2025-04-27,2025,4,April,1
O00909,2025-05-25,P076,C0991,WH-South,6,2781.69,16690.14,Delivered,2025-05-31,2025,5,May,1
O00910,2026-06-22,P019,C0586,WH-North,3,6267.38,18802.14,Delivered,2026-06-25,2026,6,June,1
O00911,2025-10-30,P089,C0293,WH-North,11,5210.42,57314.62,Delivered,2025-11-01,2025,10,October,1
O00912,2025-12-11,P050,C0508,WH-West,10,1973.84,19738.4,Delivered,2025-12-18,2025,12,December,1
O00913,2025-01-01,P059,C0134,WH-South,7,722.03,5054.21,Delivered,2025-01-06,2025,1,January,1
O00914,2025-05-27,P069,C0262,WH-East,7,7876.01,55132.07,Delivered,2025-06-02,2025,5,May,1
O00915,2025-10-14,P034,C0284,WH-South,2,7873.1,15746.2,Returned,2025-10-18,2025,10,October,0
O00916,2025-02-22,P039,C0102,WH-North,1,2741.34,2741.34,Delivered,2025-03-01,2025,2,February,1
O00917,2025-10-31,P074,C0377,WH-West,10,8610.83,86108.3,Delivered,2025-11-05,2025,10,October,1
O00918,2025-03-10,P007,C0206,WH-South,2,11389.37,22778.74,Delivered,2025-03-17,2025,3,March,1
O00919,2025-12-27,P052,C0653,WH-West,12,2109.04,25308.48,Delivered,2026-01-02,2025,12,December,1
O00920,2025-08-08,P060,C0013,WH-East,8,1239.87,9918.96,Delivered,2025-08-11,2025,8,August,1
O00921,2025-06-10,P052,C0761,WH-South,11,2109.04,23199.44,Delivered,2025-06-15,2025,6,June,1
O00922,2025-03-30,P079,C0123,WH-East,10,8889.27,88892.7,Delivered,2025-04-02,2025,3,March,1
O00923,2025-06-08,P024,C0010,WH-East,3,5645.0,16935.0,Delivered,2025-06-14,2025,6,June,1
O00924,2026-05-04,P026,C0592,WH-North,11,8058.43,88642.73,Delivered,2026-05-08,2026,5,May,1
O00925,2025-11-20,P090,C0167,WH-North,4,2450.87,9803.48,Delivered,2025-11-27,2025,11,November,1
O00926,2026-01-16,P090,C0611,WH-West,8,2450.87,19606.96,Delivered,2026-01-22,2026,1,January,1
O00927,2025-04-12,P010,C0719,WH-East,3,8992.72,26978.16,Delivered,2025-04-15,2025,4,April,1
O00928,2026-05-09,P017,C0151,WH-East,6,8360.81,50164.86,Delivered,2026-05-18,2026,5,May,1
O00929,2025-01-19,P078,C0037,WH-North,2,8749.35,17498.7,Delivered,2025-01-26,2025,1,January,1
O00930,2026-03-30,P002,C0889,WH-East,3,9662.88,28988.64,Delivered,2026-04-09,2026,3,March,1
O00931,2026-04-27,P077,C0776,WH-South,1,12073.98,12073.98,Delivered,2026-05-01,2026,4,April,1
O00932,2026-02-01,P027,C0474,WH-East,9,3927.78,35350.02,Delivered,2026-02-06,2026,2,February,1
O00933,2025-10-06,P073,C0444,WH-East,4,5286.08,21144.32,Delivered,2025-10-15,2025,10,October,1
O00934,2025-12-31,P071,C0342,WH-North,6,4401.72,26410.32,Delivered,2026-01-08,2025,12,December,1
O00935,2025-11-27,P048,C0005,WH-North,15,8206.14,123092.1,Delivered,2025-12-06,2025,11,November,1
O00936,2025-12-10,P074,C0890,WH-West,7,8610.83,60275.81,Delivered,2025-12-20,2025,12,December,1
O00937,2026-03-31,P009,C0226,WH-North,2,6820.58,13641.16,Delivered,2026-04-09,2026,3,March,1
O00938,2025-03-06,P086,C0539,WH-South,8,3132.13,25057.04,Delivered,2025-03-15,2025,3,March,1
O00939,2025-03-17,P023,C0124,WH-East,12,2561.5,30738.0,Delivered,2025-03-24,2025,3,March,1
O00940,2025-05-23,P071,C0403,WH-West,9,4401.72,39615.48,Delivered,2025-05-26,2025,5,May,1
O00941,2026-04-18,P073,C0939,WH-East,14,5286.08,74005.12,Cancelled,Unknown,2026,4,April,0
O00942,2026-02-21,P027,C0811,WH-North,10,3927.78,39277.8,Delivered,2026-02-26,2026,2,February,1
O00943,2025-11-01,P088,C0035,WH-East,11,7327.81,80605.91,Delivered,2025-11-05,2025,11,November,1
O00944,2026-05-12,P093,C0237,WH-East,2,11181.17,22362.34,Delivered,2026-05-17,2026,5,May,1
O00945,2025-10-18,P081,C0468,WH-South,5,8788.43,43942.15,Processing,2025-10-23,2025,10,October,0
O00946,2025-04-12,P084,C0499,WH-East,2,9567.6,19135.2,Returned,2025-04-16,2025,4,April,0
O00947,2025-09-24,P071,C0512,WH-South,11,4401.72,48418.92,Delivered,2025-10-04,2025,9,September,1
O00948,2025-01-03,P043,C0823,WH-East,5,7218.47,36092.35,Delivered,2025-01-07,2025,1,January,1
O00949,2025-03-26,P007,C0317,WH-North,7,11389.37,79725.59,Delivered,2025-03-29,2025,3,March,1
O00950,2025-11-24,P092,C0303,WH-West,6,9918.59,59511.54,Delivered,2025-11-26,2025,11,November,1
O00951,2026-03-26,P083,C0102,WH-North,4,1377.9,5511.6,Delivered,2026-03-28,2026,3,March,1
O00952,2026-03-30,P063,C0589,WH-West,14,6119.08,85667.12,Delivered,2026-04-05,2026,3,March,1
O00953,2025-08-09,P084,C0312,WH-East,2,9567.6,19135.2,Delivered,2025-08-15,2025,8,August,1
O00954,2025-06-03,P044,C0082,WH-North,7,3533.01,24731.07,Delivered,2025-06-13,2025,6,June,1
O00955,2025-01-12,P039,C0658,WH-South,12,2741.34,32896.08,Delivered,2025-01-17,2025,1,January,1
O00956,2025-05-13,P040,C0193,WH-North,10,7396.64,73966.4,Delivered,2025-05-19,2025,5,May,1
O00957,2025-10-31,P007,C0224,WH-South,9,11389.37,102504.33,Delivered,2025-11-07,2025,10,October,1
O00958,2025-10-20,P070,C0053,WH-East,1,2886.35,2886.35,Delivered,2025-10-28,2025,10,October,1
O00959,2025-10-27,P025,C0345,WH-East,3,2564.25,7692.75,Delivered,2025-11-06,2025,10,October,1
O00960,2025-02-12,P059,C0085,WH-West,7,722.03,5054.21,Delivered,2025-02-19,2025,2,February,1
O00961,2025-12-09,P013,C0987,WH-North,15,359.86,5397.9,Delivered,2025-12-11,2025,12,December,1
O00962,2025-11-22,P086,C0907,WH-East,14,3132.13,43849.82,Delivered,2025-12-01,2025,11,November,1
O00963,2026-05-13,P081,C0880,WH-West,9,8788.43,79095.87,Delivered,2026-05-16,2026,5,May,1
O00964,2025-12-30,P086,C0641,WH-West,13,3132.13,40717.69,Returned,2026-01-09,2025,12,December,0
O00965,2026-03-03,P098,C0211,WH-East,5,2843.84,14219.2,Returned,2026-03-11,2026,3,March,0
O00966,2025-01-21,P062,C0864,WH-South,7,11436.7,80056.9,Delivered,2025-01-29,2025,1,January,1
O00967,2026-02-11,P008,C0776,WH-South,15,7685.98,115289.7,Delivered,2026-02-17,2026,2,February,1
O00968,2025-12-02,P045,C0915,WH-West,10,11503.77,115037.7,Delivered,2025-12-11,2025,12,December,1
O00969,2025-04-27,P018,C0183,WH-East,7,6842.11,47894.77,Delivered,2025-04-29,2025,4,April,1
O00970,2025-05-04,P088,C0272,WH-North,4,7327.81,29311.24,Delivered,2025-05-08,2025,5,May,1
O00971,2026-02-03,P060,C0506,WH-North,5,1239.87,6199.35,Delivered,2026-02-13,2026,2,February,1
O00972,2025-02-20,P060,C0227,WH-West,2,1239.87,2479.74,Delivered,2025-02-22,2025,2,February,1
O00973,2025-11-20,P002,C0834,WH-North,8,9662.88,77303.04,Processing,2025-11-29,2025,11,November,0
O00974,2025-05-21,P066,C0012,WH-East,12,9296.31,111555.72,Returned,2025-05-28,2025,5,May,0
O00975,2026-04-15,P091,C0093,WH-North,15,3806.53,57097.95,Cancelled,Unknown,2026,4,April,0
O00976,2025-11-30,P014,C0330,WH-North,15,8215.45,123231.75,Delivered,2025-12-07,2025,11,November,1
O00977,2026-01-08,P048,C0190,WH-East,1,8206.14,8206.14,Cancelled,Unknown,2026,1,January,0
O00978,2026-05-09,P056,C0598,WH-South,2,888.53,1777.06,Delivered,2026-05-19,2026,5,May,1
O00979,2026-06-23,P012,C0866,WH-South,12,3219.93,38639.16,Delivered,2026-06-26,2026,6,June,1
O00980,2025-06-05,P096,C0954,WH-West,3,6299.54,18898.62,Delivered,2025-06-12,2025,6,June,1
O00981,2025-10-18,P092,C0789,WH-East,7,9918.59,69430.13,Delivered,2025-10-23,2025,10,October,1
O00982,2025-05-24,P055,C0293,WH-South,6,1487.11,8922.66,Returned,2025-05-28,2025,5,May,0
O00983,2025-04-16,P028,C0261,WH-North,14,1732.59,24256.26,Delivered,2025-04-22,2025,4,April,1
O00984,2026-02-24,P089,C0710,WH-West,7,5210.42,36472.94,Delivered,2026-02-27,2026,2,February,1
O00985,2025-01-02,P004,C0928,WH-East,11,5647.39,62121.29,Delivered,2025-01-06,2025,1,January,1
O00986,2025-03-31,P090,C0323,WH-East,5,2450.87,12254.35,Processing,2025-04-08,2025,3,March,0
O00987,2025-12-11,P036,C0010,WH-West,14,9014.91,126208.74,Delivered,2025-12-13,2025,12,December,1
O00988,2025-12-16,P050,C0965,WH-South,4,1973.84,7895.36,Delivered,2025-12-19,2025,12,December,1
O00989,2026-04-04,P003,C0088,WH-West,15,8874.43,133116.45,Delivered,2026-04-08,2026,4,April,1
O00990,2025-09-20,P001,C0340,WH-West,15,2324.33,34864.95,Delivered,2025-09-28,2025,9,September,1
O00991,2025-12-17,P017,C0318,WH-East,7,8360.81,58525.67,Delivered,2025-12-22,2025,12,December,1
O00992,2025-04-18,P071,C0549,WH-East,3,4401.72,13205.16,Delivered,2025-04-27,2025,4,April,1
O00993,2025-02-08,P062,C0223,WH-North,13,11436.7,148677.1,Delivered,2025-02-17,2025,2,February,1
O00994,2025-06-08,P048,C0687,WH-West,10,8206.14,82061.4,Returned,2025-06-10,2025,6,June,0
O00995,2025-11-08,P062,C0209,WH-East,7,11436.7,80056.9,Delivered,2025-11-14,2025,11,November,1
O00996,2025-08-29,P069,C0049,WH-East,2,7876.01,15752.02,Delivered,2025-08-31,2025,8,August,1
O00997,2026-03-21,P019,C0536,WH-East,12,6267.38,75208.56,Delivered,2026-03-29,2026,3,March,1
O00998,2025-10-25,P034,C0850,WH-East,12,7873.1,94477.2,Delivered,2025-10-30,2025,10,October,1
O00999,2025-02-05,P099,C0922,WH-West,8,1477.4,11819.2,Delivered,2025-02-14,2025,2,February,1
O01000,2025-03-25,P049,C0618,WH-West,12,3014.05,36168.6,Delivered,2025-04-03,2025,3,March,1
O01001,2026-03-28,P080,C0823,WH-South,6,6733.38,40400.28,Delivered,2026-04-07,2026,3,March,1
O01002,2026-01-20,P047,C0263,WH-West,12,9554.1,114649.2,Cancelled,Unknown,2026,1,January,0
O01003,2025-06-21,P091,C0206,WH-East,15,3806.53,57097.95,Delivered,2025-06-29,2025,6,June,1
O01004,2026-01-11,P050,C0681,WH-North,3,1973.84,5921.52,Delivered,2026-01-19,2026,1,January,1
O01005,2025-12-28,P089,C0497,WH-West,3,5210.42,15631.26,Cancelled,Unknown,2025,12,December,0
O01006,2025-05-21,P026,C0898,WH-South,5,8058.43,40292.15,Delivered,2025-05-29,2025,5,May,1
O01007,2025-04-28,P056,C0670,WH-West,3,888.53,2665.59,Delivered,2025-05-08,2025,4,April,1
O01008,2025-10-04,P078,C0753,WH-East,6,8749.35,52496.1,Delivered,2025-10-09,2025,10,October,1
O01009,2025-08-08,P014,C0465,WH-South,2,8215.45,16430.9,Delivered,2025-08-11,2025,8,August,1
O01010,2025-01-26,P078,Unknown,WH-East,8,8749.35,69994.8,Delivered,2025-02-04,2025,1,January,1
O01011,2026-06-05,P025,C0020,WH-East,13,2564.25,33335.25,Delivered,2026-06-13,2026,6,June,1
O01012,2025-01-10,P100,C0568,WH-West,11,6160.6,67766.6,Delivered,2025-01-17,2025,1,January,1
O01013,2026-01-13,P004,C0970,WH-West,12,5647.39,67768.68,Delivered,2026-01-21,2026,1,January,1
O01014,2025-06-01,P079,C0792,WH-South,11,8889.27,97781.97,Delivered,2025-06-05,2025,6,June,1
O01015,2025-02-18,P032,C0108,WH-South,9,8387.44,75486.96,Delivered,2025-02-25,2025,2,February,1
O01016,2025-06-03,P082,C0140,WH-South,13,7665.58,99652.54,Delivered,2025-06-11,2025,6,June,1
O01017,2025-10-20,P078,C0091,WH-South,15,8749.35,131240.25,Processing,2025-10-28,2025,10,October,0
O01018,2025-02-19,P065,C0271,WH-North,7,6932.91,48530.37,Delivered,2025-02-25,2025,2,February,1
O01019,2026-06-15,P061,C0329,WH-South,14,9046.33,126648.62,Delivered,2026-06-19,2026,6,June,1
O01020,2025-03-01,P020,C0210,WH-West,3,2297.9,6893.7,Delivered,2025-03-04,2025,3,March,1
O01021,2025-06-16,P074,C0688,WH-North,11,8610.83,94719.13,Delivered,2025-06-24,2025,6,June,1
O01022,2025-07-21,P010,C0573,WH-East,14,8992.72,125898.08,Delivered,2025-07-26,2025,7,July,1
O01023,2025-05-26,P088,C0455,WH-East,10,7327.81,73278.1,Delivered,2025-05-29,2025,5,May,1
O01024,2026-03-15,P034,C0284,WH-South,4,7873.1,31492.4,Delivered,2026-03-24,2026,3,March,1
O01025,2025-08-30,P061,C0366,WH-East,12,9046.33,108555.96,Delivered,2025-09-02,2025,8,August,1
O01026,2026-04-28,P092,C0484,WH-North,10,9918.59,99185.9,Delivered,2026-05-05,2026,4,April,1
O01027,2025-04-18,P027,C0003,WH-West,2,3927.78,7855.56,Processing,2025-04-23,2025,4,April,0
O01028,2025-08-14,P040,C0784,WH-West,9,7396.64,66569.76,Delivered,2025-08-24,2025,8,August,1
O01029,2026-03-08,P065,C0164,WH-North,14,6932.91,97060.74,Delivered,2026-03-14,2026,3,March,1
O01030,2026-02-23,P033,C0388,WH-South,5,7876.29,39381.45,Cancelled,Unknown,2026,2,February,0
O01031,2026-03-31,P068,C0995,WH-South,12,7862.75,94353.0,Delivered,2026-04-09,2026,3,March,1
O01032,2025-06-09,P071,C0009,WH-South,2,4401.72,8803.44,Delivered,2025-06-13,2025,6,June,1
O01033,2026-06-07,P009,C0366,WH-North,10,6820.58,68205.8,Delivered,2026-06-17,2026,6,June,1
O01034,2025-03-18,P016,C0012,WH-South,6,6037.0,36222.0,Delivered,2025-03-27,2025,3,March,1
O01035,2026-05-24,P005,C0074,WH-West,7,5461.2,38228.4,Delivered,2026-06-02,2026,5,May,1
O01036,2026-03-17,P098,C0238,WH-North,13,2843.84,36969.92,Delivered,2026-03-23,2026,3,March,1
O01037,2025-09-11,P023,C0812,WH-North,2,2561.5,5123.0,Cancelled,Unknown,2025,9,September,0
O01038,2025-11-16,P043,C0108,WH-East,15,7218.47,108277.05,Delivered,2025-11-26,2025,11,November,1
O01039,2025-09-20,P089,C0962,WH-East,1,5210.42,5210.42,Processing,2025-09-23,2025,9,September,0
O01040,2026-01-09,P057,C0915,WH-South,13,919.99,11959.87,Delivered,2026-01-11,2026,1,January,1
O01041,2025-06-16,P051,C0525,WH-South,7,506.74,3547.18,Delivered,2025-06-23,2025,6,June,1
O01042,2026-04-04,P013,C0234,WH-West,1,359.86,359.86,Delivered,2026-04-06,2026,4,April,1
O01043,2025-10-07,P024,C0439,WH-South,3,5645.0,16935.0,Delivered,2025-10-15,2025,10,October,1
O01044,2025-10-29,P011,C0757,WH-West,4,11449.02,45796.08,Delivered,2025-11-06,2025,10,October,1
O01045,2026-06-15,P052,C0481,WH-South,2,2109.04,4218.08,Delivered,2026-06-17,2026,6,June,1
O01046,2025-08-06,P017,C0833,WH-West,7,8360.81,58525.67,Delivered,2025-08-12,2025,8,August,1
O01047,2025-04-12,P037,C0092,WH-North,5,2141.55,10707.75,Delivered,2025-04-16,2025,4,April,1
O01048,2025-10-15,P013,C0872,WH-West,1,359.86,359.86,Delivered,2025-10-18,2025,10,October,1
O01049,2025-06-16,P062,C0198,WH-South,12,11436.7,137240.4,Delivered,2025-06-22,2025,6,June,1
O01050,2025-02-05,P091,C0116,WH-East,12,3806.53,45678.36,Returned,2025-02-11,2025,2,February,0
O01051,2025-12-19,P084,C0643,WH-South,8,9567.6,76540.8,Delivered,2025-12-22,2025,12,December,1
O01052,2025-03-14,P097,C0365,WH-North,10,7927.96,79279.6,Delivered,2025-03-21,2025,3,March,1
O01053,2025-12-19,P096,C0153,WH-East,7,6299.54,44096.78,Delivered,2025-12-27,2025,12,December,1
O01054,2025-03-11,P008,C0633,WH-West,4,7685.98,30743.92,Delivered,2025-03-13,2025,3,March,1
O01055,2026-03-01,P056,C0108,WH-East,2,888.53,1777.06,Delivered,2026-03-05,2026,3,March,1
O01056,2026-06-01,P093,C0948,WH-South,15,11181.17,167717.55,Delivered,2026-06-06,2026,6,June,1
O01057,2026-03-04,P083,C0528,WH-East,7,1377.9,9645.3,Delivered,2026-03-07,2026,3,March,1
O01058,2026-06-23,P070,C0811,WH-East,11,2886.35,31749.85,Delivered,2026-06-29,2026,6,June,1
O01059,2025-06-09,P044,C0056,WH-South,2,3533.01,7066.02,Delivered,2025-06-14,2025,6,June,1
O01060,2025-05-29,P060,C0452,WH-South,6,1239.87,7439.22,Delivered,2025-06-01,2025,5,May,1
O01061,2025-08-18,P041,C0392,WH-North,1,10031.16,10031.16,Delivered,2025-08-20,2025,8,August,1
O01062,2025-03-08,P021,C0615,WH-East,14,2945.59,41238.26,Delivered,2025-03-17,2025,3,March,1
O01063,2026-01-16,P086,C0208,WH-West,7,3132.13,21924.91,Delivered,2026-01-19,2026,1,January,1
O01064,2025-02-27,P042,C0510,WH-South,7,4932.36,34526.52,Delivered,2025-03-04,2025,2,February,1
O01065,2025-09-16,P074,C0940,WH-East,12,8610.83,103329.96,Delivered,2025-09-22,2025,9,September,1
O01066,2025-12-08,P074,C0934,WH-South,4,8610.83,34443.32,Delivered,2025-12-11,2025,12,December,1
O01067,2025-05-10,P029,C0663,WH-North,4,7630.58,30522.32,Delivered,2025-05-20,2025,5,May,1
O01068,2025-06-21,P080,C0774,WH-South,15,6733.38,101000.7,Delivered,2025-06-24,2025,6,June,1
O01069,2025-07-28,P065,C0555,WH-South,10,6932.91,69329.1,Delivered,2025-08-04,2025,7,July,1
O01070,2025-12-20,P017,C0300,WH-North,5,8360.81,41804.05,Delivered,2025-12-28,2025,12,December,1
O01071,2026-04-16,P030,C0976,WH-South,2,6989.65,13979.3,Delivered,2026-04-23,2026,4,April,1
O01072,2025-04-26,P026,C0630,WH-North,9,8058.43,72525.87,Delivered,2025-05-01,2025,4,April,1
O01073,2025-09-21,P053,C0848,WH-East,10,8550.49,85504.9,Delivered,2025-09-23,2025,9,September,1
O01074,2026-03-18,P019,C0279,WH-East,4,6267.38,25069.52,Delivered,2026-03-21,2026,3,March,1
O01075,2026-03-29,P053,C0144,WH-East,11,8550.49,94055.39,Delivered,2026-04-05,2026,3,March,1
O01076,2026-04-22,P085,C0740,WH-West,9,1090.03,9810.27,Delivered,2026-05-01,2026,4,April,1
O01077,2025-10-14,P017,C0204,WH-South,14,8360.81,117051.34,Delivered,2025-10-18,2025,10,October,1
O01078,2025-10-30,P046,C0229,WH-North,3,2032.34,6097.02,Delivered,2025-11-07,2025,10,October,1
O01079,2025-11-07,P085,C0265,WH-South,9,1090.03,9810.27,Delivered,2025-11-17,2025,11,November,1
O01080,2025-07-27,P053,C0466,WH-West,1,8550.49,8550.49,Delivered,2025-08-01,2025,7,July,1
O01081,2026-03-22,P064,C0137,WH-South,7,9772.25,68405.75,Delivered,2026-03-30,2026,3,March,1
O01082,2025-02-24,P045,C0240,WH-West,4,11503.77,46015.08,Delivered,2025-03-04,2025,2,February,1
O01083,2025-01-12,P049,C0981,WH-South,7,3014.05,21098.35,Delivered,2025-01-22,2025,1,January,1
O01084,2026-02-04,P019,C0698,WH-West,14,6267.38,87743.32,Delivered,2026-02-08,2026,2,February,1
O01085,2026-05-30,P071,C0449,WH-North,10,4401.72,44017.2,Delivered,2026-06-01,2026,5,May,1
O01086,2026-06-26,P081,C0315,WH-South,15,8788.43,131826.45,Delivered,2026-07-05,2026,6,June,1
O01087,2025-08-25,P065,C0151,WH-South,6,6932.91,41597.46,Delivered,2025-08-30,2025,8,August,1
O01088,2025-10-06,P037,C0325,WH-North,4,2141.55,8566.2,Delivered,2025-10-09,2025,10,October,1
O01089,2025-12-14,P070,C0403,WH-North,4,2886.35,11545.4,Delivered,2025-12-20,2025,12,December,1
O01090,2025-04-14,P026,C0803,WH-East,8,8058.43,64467.44,Returned,2025-04-19,2025,4,April,0
O01091,2026-06-01,P002,C0353,WH-West,7,9662.88,67640.16,Delivered,2026-06-03,2026,6,June,1
O01092,2025-09-05,P059,C0951,WH-North,4,722.03,2888.12,Delivered,2025-09-13,2025,9,September,1
O01093,2025-12-30,P096,C0110,WH-East,11,6299.54,69294.94,Delivered,2026-01-04,2025,12,December,1
O01094,2025-11-17,P005,C0466,WH-West,6,5461.2,32767.2,Delivered,2025-11-26,2025,11,November,1
O01095,2025-10-13,P037,C0040,WH-East,6,2141.55,12849.3,Delivered,2025-10-23,2025,10,October,1
O01096,2025-05-29,P031,C0654,WH-South,1,1882.62,1882.62,Delivered,2025-06-07,2025,5,May,1
O01097,2025-03-25,P076,C0340,WH-West,13,2781.69,36161.97,Delivered,2025-03-27,2025,3,March,1
O01098,2026-02-10,P099,C0372,WH-South,2,1477.4,2954.8,Delivered,2026-02-19,2026,2,February,1
O01099,2026-04-01,P094,C0525,WH-South,4,9560.46,38241.84,Delivered,2026-04-07,2026,4,April,1
O01100,2025-06-10,P048,C0507,WH-South,6,8206.14,49236.84,Delivered,2025-06-12,2025,6,June,1
O01101,2026-04-05,P006,C0053,WH-South,6,716.9,4301.4,Delivered,2026-04-15,2026,4,April,1
O01102,2026-05-15,P015,C0080,WH-South,1,10925.43,10925.43,Delivered,2026-05-25,2026,5,May,1
O01103,2026-05-24,P015,C0745,WH-South,8,10925.43,87403.44,Delivered,2026-06-01,2026,5,May,1
O01104,2026-04-26,P061,C0351,WH-East,2,9046.33,18092.66,Delivered,2026-05-04,2026,4,April,1
O01105,2025-04-24,P016,C0551,WH-East,13,6037.0,78481.0,Cancelled,Unknown,2025,4,April,0
O01106,2025-12-27,P020,C0739,WH-West,5,2297.9,11489.5,Delivered,2026-01-06,2025,12,December,1
O01107,2025-12-07,P077,C0340,WH-West,4,12073.98,48295.92,Delivered,2025-12-09,2025,12,December,1
O01108,2026-03-25,P044,C0121,WH-West,5,3533.01,17665.05,Processing,2026-04-02,2026,3,March,0
O01109,2025-06-29,P042,C0065,WH-South,5,4932.36,24661.8,Cancelled,Unknown,2025,6,June,0
O01110,2026-02-11,P046,C0440,WH-South,15,2032.34,30485.1,Delivered,2026-02-21,2026,2,February,1
O01111,2025-07-15,P095,C0296,WH-East,10,5427.18,54271.8,Delivered,2025-07-21,2025,7,July,1
O01112,2026-04-11,P034,C0942,WH-East,8,7873.1,62984.8,Delivered,2026-04-18,2026,4,April,1
O01113,2025-11-07,P064,C0205,WH-West,10,9772.25,97722.5,Delivered,2025-11-10,2025,11,November,1
O01114,2025-09-19,P029,C0647,WH-North,7,7630.58,53414.06,Processing,2025-09-22,2025,9,September,0
O01115,2026-02-23,P003,C0557,WH-North,12,8874.43,106493.16,Delivered,2026-03-05,2026,2,February,1
O01116,2026-02-10,P009,C0278,WH-South,14,6820.58,95488.12,Delivered,2026-02-12,2026,2,February,1
O01117,2025-05-23,P075,C0135,WH-South,9,4757.22,42814.98,Processing,2025-05-29,2025,5,May,0
O01118,2025-12-08,P075,C0378,WH-South,12,4757.22,57086.64,Delivered,2025-12-16,2025,12,December,1
O01119,2025-11-12,P025,C0980,WH-East,11,2564.25,28206.75,Returned,2025-11-19,2025,11,November,0
O01120,2025-04-11,P086,C0052,WH-South,13,3132.13,40717.69,Returned,2025-04-18,2025,4,April,0
O01121,2025-09-01,P042,C0741,WH-South,15,4932.36,73985.4,Delivered,2025-09-08,2025,9,September,1
O01122,2026-05-05,P046,C0868,WH-South,1,2032.34,2032.34,Delivered,2026-05-14,2026,5,May,1
O01123,2025-01-12,P073,C0580,WH-North,6,5286.08,31716.48,Delivered,2025-01-20,2025,1,January,1
O01124,2025-08-27,P084,C0710,WH-North,6,9567.6,57405.6,Returned,2025-09-02,2025,8,August,0
O01125,2025-02-11,P059,C0067,WH-West,2,722.03,1444.06,Returned,2025-02-14,2025,2,February,0
O01126,2026-03-05,P021,C0003,WH-South,11,2945.59,32401.49,Delivered,2026-03-12,2026,3,March,1
